id,title,company_name,venue,date,exp_year,level,salary,edu,src_pic
212,"Nhân Viên Marketing","Công Ty TNHH Tư Vấn Thiết Kế Và Đồ Họa Kiến Trúc Artemis","Huế, Thừa Thiên Huế",22-01-2024,"1 - 5 năm","Nhân Viên","6 - 9 triệu","Đang cập nhật",/images/no_company.png
213,"Chuyên Viên Marketing","Công ty cổ phần Kim long","Kiến An, Hải Phòng",13-01-2024,"1 - 5 năm","Nhân Viên","8 - 12 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/07/31/2023_07_31______cbf2046b09df9c81a34b45d7294ca464.jpg
214,"Digital MarketingID&D Corporation","ID&D Corporation","Tân Bình, Hồ Chí Minh",21-02-2024,"Đang cập nhật","Nhân Viên","Cập nhật","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/07/31/2023_07_31______3351eb461574c87878978d14dd1c1eae.png
215,"Tuyển 1NV Marketing.1LD Biết Chạy Bagac Bao Ăn Ở","Shop sỉ lẻ chậu và cây cảnh","Tân Bình, Hồ Chí Minh",13-12-2023,"Đang cập nhật","Nhân Viên","7.5 - 12 triệu","Đang cập nhật",/images/no_company.png
216,"NHÂN VIÊN MARKETING","Công ty Cổ phần Dược liệu Việt Nam (Vietmec)","Hồ Chí Minh",21-12-2023,"Đang cập nhật","Nhân Viên","6 - 8 triệu","Đang cập nhật",/images/no_company.png
217,"TRƯỞNG NHÓM MARKETING","CÔNG TY TNHH CÁNH ĐỒNG VÀNG","Hồ Chí Minh",20-12-2023,"Đang cập nhật","Quản Đốc/ Giám Sát/ Tổ Trưởng","15 - 25 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______a7c107023de7daf4c701b0bfd3048b09.jpg
218,"CHUYÊN VIÊN MARKETING","Công Ty CP Thương Mại Tư Vấn Và Xây Dựng Vĩnh Hưng","Hà Nội",30-11-2023,"Đang cập nhật","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
219,"Nhân viên Marketing","CÔNG TY CỔ PHẦN VẬT LIỆU VĨNH TÂN","Hà Nội",20-12-2023,"Đang cập nhật","Nhân Viên","Cập nhật","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______a372c3100704c565dea44c6333a0c5e9.jpg
220,"Thực Tập Sinh Content Marketing","Công Ty Cổ Phần Thủy Canh Miền Nam","Hồ Chí Minh",21-12-2023,"Đang cập nhật","Học Việc/ Thực Tập","8 - 16 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/04/29/2023_04_29______c46804387080766da64bb143bac52fd5.jpg
221,"Giáo Viên Tin Học - Đi Làm Ngay","Công Ty TNHH Tư Vấn & Đào Tạo Đại Dương",TP.HCM,23/12/2023,"Yêu cầu kinh nghiệm","2 tháng","8 - 20 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/images/old_employer_avatar/images/ae935015fc215b11e0a97fd44fc6c0d7_1571131432_logocongtytnhhtuvandaotaodaiduong2.jpeg
222,"Web Developer (Thu Nhập Trên 12 Triệu)","Công Ty Cổ Phần Irace",TP.HCM,16/12/2023,"Yêu cầu kinh nghiệm","1.5 tháng","12 - 18 triệu","Đại học",https://cdn1.vieclam24h.vn/images/employer_avatar/2023/11/23/9545e4ceee8547db1e94_170070688021.jpg
223,"Chuyên Viên SEO Website","CÔNG TY LUẬT TNHH SÀI GÒN 48",TP.HCM,06/12/2023,"Yêu cầu kinh nghiệm","Chuyên viên- nhân viên","5 - 6 triệu","Cao đẳng",/img/vieclam24h_logo_customer.jpg
224,"[Hà Nội] trưởng nhóm marketing","La Donna","Hà Nội",12-01-2024,"Đang cập nhật","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
225,"Nhân viên sale marketing Không yêu cầu kinh nghiệm","Công ty Điện lạnh XUÂN VŨ","Quận 12, Hồ Chí Minh",06-01-2024,"Không yêu cầu kinh nghiệm","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
226,"Nhân Viên Digital Marketing","Công Ty TNHH Budding Bean Việt Nam","Nam Từ Liêm, Hà Nội",10-12-2023,"Không yêu cầu","Nhân Viên","Cập nhật","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______ee8f35383d881d4873cd0830230c3bd0.jpg
227,"Chuyên Viên Hệ Thống IT","Công Ty TNHH Ami Group","Hà Nội",31/12/2023,"Yêu cầu kinh nghiệm","Chuyên viên- nhân viên","15 - 25 triệu","Đại học",https://cdn1.vieclam24h.vn/tvn/images/default/2021/06/16/images/162383519524.png
228,"Lập Trình Viên PHP / Laravel","CÔNG TY TNHH QUẢNG CÁO VÀ GIẢI PHÁP PHẦN MỀM TÂN GIA BA",TP.HCM,20/12/2023,"Yêu cầu kinh nghiệm","1 tháng","10 - 15 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/f334359ef7fae59db843e05f7636fc6e_5cd4d697ba93c_1557452439.png
229,"Nhân Viên Quản Lý Website","Công Ty TNHH You Golf",TP.HCM,31/12/2023,"Yêu cầu kinh nghiệm","2 tháng","10 - 20 triệu","Cao đẳng",/img/vieclam24h_logo_customer.jpg
230,"Nhân Viên IT - Đi Làm Ngay","Công Ty Cổ Phần Yds Việt Nam","Vĩnh Phúc",15/12/2023,"Yêu cầu kinh nghiệm","Chuyên viên- nhân viên","8 - 10 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/images/employer_avatar/2020/11/16/images/160551080141.jpeg
231,"Nhân Viên IT Full Stack","Công Ty TNHH Lmching",TP.HCM,22/12/2023,"Yêu cầu kinh nghiệm","Chuyên viên- nhân viên","22 - 25 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/images/default/2023/06/20/z4425588765498_d8eeebfc5e1251ac24657a5006a8ab8d_168722477224.jpg
232,"Technical Engineer – Kỹ Sư","Công Ty TNHH KD Quốc Tế","Hà Nội",31/12/2023,"Yêu cầu kinh nghiệm","Chuyên viên- nhân viên","13 - 15 triệu","Đại học",https://cdn1.vieclam24h.vn/images/default/2021/03/18/images/img_vieclam24h_vn_161606317696.jpeg
233,"Nhân Viên Kinh Doanh","Công Ty TNHH Công Nghệ Số Trung Nguyên","Hà Nội",31/12/2023,"Yêu cầu kinh nghiệm","01 tháng","6 - 20 triệu","Trung học",/img/vieclam24h_logo_customer.jpg
234,"Thực Tập Sinh Lập Trình Backend .Net","Công Ty Cổ Phần Phần Mềm Hoàn Cầu",TP.HCM,31/12/2023,"Yêu cầu kinh nghiệm","Cộng tác viên","0.1 - 1 triệu","Đại học",https://cdn1.vieclam24h.vn/tvn/asset/home/img/employer/56eb814cccfb1_1458274636.jpg
235,"Nhân Viên Lập Trình  (Full-Stack Developer)","Công Ty Cổ Phần Đầu Tư Digital Kingdom",TP.HCM,30/12/2023,"Yêu cầu kinh nghiệm","1 tháng","10 - 20 triệu","Đại học",https://cdn1.vieclam24h.vn/images/default/2022/09/14/images/166314569515.png
236,"Nhân Viên Digital Marketing","Công Ty Cổ Phần Thời Trang & Mỹ Phẩm V64",TP.HCM,08/12/2023,"Yêu cầu kinh nghiệm","2 tháng","12 - 15 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/images/employer_avatar/2023/11/10/z4867491693233_03d23c4d424f5824cd2f1cdf9b7b3f6f_169960868138.jpg
237,"Security Operation Anlyst","Công Ty TNHH Dicentral Việt Nam",TP.HCM,28/12/2023,"Yêu cầu kinh nghiệm","2 tháng","15 - 20 triệu","Đại học",https://cdn1.vieclam24h.vn/company-logo-medium/112019/baf3942eb3b73280d0c9df5d9fd80a68.png
238,"IT Application Assistant Manager","Công Ty TNHH Jollibee Việt Nam",TP.HCM,30/12/2023,"Yêu cầu kinh nghiệm","Quản lý cấp cao","Thoả thuận","Đại học",https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/cd5511ec1f8b5e311839479075c2ff7d_5fc8539c75c03_1606964124.jpeg
239,"IT Support Specialist","Công Ty TNHH Jollibee Việt Nam",TP.HCM,30/12/2023,"Yêu cầu kinh nghiệm","2 tháng","10 - 20 triệu","Đại học",https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/cd5511ec1f8b5e311839479075c2ff7d_5fc8539c75c03_1606964124.jpeg
240,"Nhân Viên Kinh Doanh Website","Công Ty TNHH Giải Pháp Công Nghệ Số VN",TP.HCM,30/12/2023,"Yêu cầu kinh nghiệm","2 tháng","7.5 - 29.9 triệu","Trung học",https://cdn1.vieclam24h.vn/images/default/2022/09/12/images/166295166267.jpeg
241,"Nhân Viên IT - Đi Làm Ngay","Công Ty TNHH Chí Hùng","Bình Dương",29/12/2023,"Yêu cầu kinh nghiệm","Chuyên viên- nhân viên","10 - 12 triệu","Đại học",https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/47920cb6beafa3e376ee3e3bd0c2c944_5dc386dc75f9e_1573095132.png
242,"Nhân Viên IT (Ưu Tiên Biết Tiếng Trung), Lương Từ 12 - 20 Triệu","Công Ty TNHH Pouyuen Việt Nam",TP.HCM,15/12/2023,"Yêu cầu kinh nghiệm","Chuyên viên- nhân viên","12 - 20 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/e23090ff9768cad983cb7c1b3f279e71_5338e9789a7fa_1396238712.png
243,"Chuyên Viên Phát Triển Kinh Doanh Dự Án CNTT","Công Ty Dịch Vụ Mobifone Khu Vực 6 - Chi Nhánh Tổng Công Ty Viễn Thông Mobifone","Nghệ An",15/12/2023,"Yêu cầu kinh nghiệm","2 tháng","10 - 25 triệu","Đại học",https://cdn1.vieclam24h.vn/images/default/2022/09/19/images/166356167148.png
244,"Lập Trình Viên Java (Backend Java).","Công Ty TNHH Tư Vấn Và Quản Lý Khách Sạn Tam Tam","Hà Nội",28/12/2023,"Yêu cầu kinh nghiệm","1 tháng","30 - 35 triệu","Cao đẳng",/img/vieclam24h_logo_customer.jpg
245,"Chuyên Viên Phân Tích Nghiệp Vụ","Bệnh Viện Đa Khoa Quốc Tế Bắc Hà - Chi Nhánh Công Ty TNHH Minh Hưng","Hà Nội",30/12/2023,"Yêu cầu kinh nghiệm","Chuyên viên- nhân viên","10 - 20 triệu","Đại học",https://cdn1.vieclam24h.vn/images/employer_avatar/2022/05/31/images/165396528159.jpeg
246,"Nhân Viên Kinh Doanh Phần Mềm -Tại Quận 12 (Đi Làm Ngay)","CÔNG TY CỔ PHẦN ASOFT",TP.HCM,31/12/2023,"Yêu cầu kinh nghiệm","2 tháng","8 - 40 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/e5c35c5599d135a55ab592515901359a_59a4c79d1f71d_1503971229.png
247,"Nhân Viên Lập Trình Java","Datawings Vietnam (Công Ty TNHH Đôi Cánh Dữ Liệu Việt Nam)",TP.HCM,15/12/2023,"Yêu cầu kinh nghiệm","2 tháng","18 - 22 triệu","Đại học",https://cdn1.vieclam24h.vn/images/default/2021/10/08/images/img_vieclam24h_vn_163367746276.png
248,"Nhân Viên Kinh Doanh Thu Nhập 13-80 Triệu","Ecom365 Company Limited",TP.HCM,26/12/2023,"Yêu cầu kinh nghiệm","2 tháng","13 - 80 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/images/default/2021/09/21/images/img_vieclam24h_vn_163221115070.png
249,"Thực Tập Sinh Lập Trình Game Và Web App","Công Ty TNHH Sajbernet VN",TP.HCM,29/12/2023,"Yêu cầu kinh nghiệm","2 tháng","6 - 10 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/images/default/2023/11/27/logo_170107664799.png
250,"Marketing Executive (Erp Software)","Công Ty Cổ Phần Công Nghệ Mobiwork Việt Nam","Hà Nội",27/12/2023,"Yêu cầu kinh nghiệm","2 tháng","11 - 14 triệu","Đại học",https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2018/07/31/1533012155_logo2x.png
251,"Trưởng Phòng IT","Công Ty Cổ Phần Qualitia","Đà Nẵng",10/12/2023,"Yêu cầu kinh nghiệm","Quản lý cấp cao","Thoả thuận","Đại học",/img/vieclam24h_logo_customer.jpg
252,"Nhân Viên IT Khu Vực Hà Nội","Công Ty Cổ Phần Vacxin Việt Nam","Hà Nội",09/12/2023,"Yêu cầu kinh nghiệm","2 tháng","8 - 10 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/images/old_employer_avatar/images/75643e4d7c9f73222316052d41541cbc_1512629823_logov_fa_03.png
253,"Developer Support","Công Ty TNHH Abenla",TP.HCM,30/12/2023,"Yêu cầu kinh nghiệm","2 tháng","15 - 30 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/tvn/asset/home/img/employer/5ce2755caaa48_1558345052.png
254,"Nhân Viên Marketing Ads Thu Nhập Từ 15 Triệu/ Tháng","Công ty cổ phần quốc tế Danis Group","Hà Nội",30-12-2023,"1 năm","Nhân Viên","15 - 25 triệu","Đang cập nhật",/images/no_company.png
255,"Nhân Viên Trade Marketing","Công ty cổ phần dược phẩm CPC1 Hà Nội","Hồ Chí Minh",31-12-2023,"Không yêu cầu kinh nghiệm","Nhân Viên","7 - 10 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______2c34984b0c1a2f0a38dd2192d3ce1296.jpg
256,"363 Nguyễn Hữu Thọ- Đà Nẳng, Tuyển Marketing+Sale","CONG TY CP ĐỊA ỐC 68 LAND","Hải Châu, Đà Nẵng",28-12-2023,"Không yêu cầu","Nhân Viên","5 - 50 triệu","Không Yêu Cầu",https://cdn1.123job.vn/123job/uploads/2023/02/09/2023_02_09______ea37a6c53ad2570991aab1d3258e6adf.png
257,"Nhân Viên Marketing","CÔNG TY TNHH ĐẦU TƯ XUẤT NHẬP KHẨU KHAI NGUYÊN","Hồ Chí Minh",31-12-2023,"Không yêu cầu kinh nghiệm","Nhân Viên","Cập nhật","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______c5e313111cb0ad7ae4df5c56cb97b620.jpg
258,"Thực Tập Sinh Content Marketing","Công ty TNHH Thẩm mỹ Quốc tế Linh Anh","Hồ Chí Minh",10-01-2024,"Không yêu cầu kinh nghiệm","Thực Tập Sinh","Cập nhật","Đang cập nhật",/images/no_company.png
259,"Nhân Viên Marketing","Công ty TNHH TM Thép Vĩnh Bình","Bình Tân, Hồ Chí Minh",16-01-2024,"1-2 năm","Nhân Viên","Cập nhật","Cao Đẳng",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______d8e167e5e9ea665e122063e95d945d56.jpg
260,"Leader Marketing","Công Ty TNHH Thương Mại Đầu Tư Và Phát Triển Hoàng Huy","Hà Nội",06-12-2023,"1 năm","Trưởng Nhóm","20 - 100 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/09/2023_02_09______fa6748de401735dcd7abfe574fc495f5.jpg
261,"[Tuyển dụng] nhân viên content marketing mức lương 6 - 15 triệu","Thái Phương Thảo","Quận Cẩm Lệ, Đà Nẵng",24-01-2024,"Kinh nghiệm từ 1 năm","Nhân Viên","6 - 15 triệu","Đang cập nhật",/images/no_company.png
262,"Nhân Viên Content Marketing Fulltime","CÔNG TY TNHH THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU HÀ LƯƠNG","Hà Nội",30-12-2023,"1 năm","Nhân Viên","10 - 12 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/03/30/2023_03_30______4971dd962b68da37c22ec367f1b78499.jpg
263,"Nhân Viên Digital Marketing","Công Ty TNHH Good Nature Việt Nam","An Dương, Hải Phòng",21-12-2023,"Trên 0.5 năm","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
264,"Nhân Viên Marketing","CÔNG TY TNHH THƯƠNG MẠI VÀ XÂY DỰNG T-HOME DANA","Cẩm Lệ, Đà Nẵng",17-01-2024,"Dưới 5 năm","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
265,"Nhân Viên Senior Content Marketing Mảng F&B","CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU VÀ ĐẦU TƯ CÔNG NGHỆ CAO KBF_JAPAN","Hà Nội",22-12-2023,"2 năm","Nhân Viên","15 - 20 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/03/04/2023_03_04______c56f31fea62fdc3219f8925c2c71766c.jpg
266,"Nhân Viên Marketing","CÔNG TY TNHH FUSION GROUP","Hà Nội",22-12-2023,"1 năm","Nhân Viên","9 - 12 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______8e36bd3a235f00e6e5043645e8db15b3.png
267,"Nhân viên Digital Marketing","Công ty TNHH Nàng Thơ Việt","Hà Nội",27-12-2023,"Trên 2 Năm","Nhân Viên","Cập nhật","Cao Đẳng",https://cdn1.123job.vn/123job/uploads/2023/02/09/2023_02_09______f7e07af89a93f5c30e290764c248ef30.jpg
268,"Nhân Viên Content Marketing","Công Ty Cổ Phần Thương Mại Và Đầu Tư Five Grains","Hà Nội",31-12-2023,"2 năm","Nhân Viên","10 - 12 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/04/07/2023_04_07______02481cbdc6702768e9c414f2acf86e48.png
269,"Nhân Viên Content Marketing","CÔNG TY TNHH XUẤT NHẬP KHẨU VÀ SẢN XUẤT KAMA","Hà Nội",24-12-2023,"Dưới 1 năm","Nhân Viên","8 - 10 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/28/2023_02_28______60a4bb5116660ffe4e635045746a7fc1.jpg
270,"Nhân Viên Digital Marketing","Công ty TNHH TMQT EVOLUTION","Hà Nội",23-12-2023,"Dưới 1 năm","Nhân Viên","10 - 18 triệu","Đang cập nhật",/images/no_company.png
271,"Tuyển Dụng Digital Marketing Senior Và Seo Senior","CÔNG TY TNHH HR SOLUTION ASIA","Bình Thạnh, Hồ Chí Minh",31-12-2023,"Từ 1 năm","Nhân Viên","Cập nhật","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/11/19/2023_11_19______f7a2398c2e67164decbffb92f492a7ad.jpg
272,"Field Go-To-Market Executive","Suntory PepsiCo","Hà Nội",05-12-2023,"Trên 2 Năm","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
273,"Thực Tập Sinh Marketing","Công Ty Tnhh Wesaam","Thủ Đức, Hồ Chí Minh",15-01-2024,"Không yêu cầu","Nhân Viên","3 - 5 triệu/tuần","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______df64a19a373d327359fc0202ec9a95ad.png
274,"Nhân Viên Content Marketing","Công Ty Cổ Phần Nhôm Yangli Việt Nam","Hà Nội; Hải Dương",31-12-2023,"1 năm","Nhân Viên","10 - 20 triệu","Đang cập nhật",/images/no_company.png
275,"Nhân Viên Content Marketting","CÔng ty Cổ phần thực phẩm dinh dưỡng Lolifood","Vinh, Nghệ An",02-01-2024,"Không yêu cầu","Nhân Viên","Cập nhật","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/03/23/2023_03_23______551c6b6532fd39bd726ad0df0d0d31e6.png
276,"Nhân Viên Marketing","CÔNG TY TNHH SONETS","Hoàng Mai, Hà Nội",26-12-2023,"1 - 3 năm","Nhân Viên","8 - 10 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/04/28/2023_04_28______20c1cefbfbfa0472d6cc1fb9cdc0441f.png
277,"Tuyển Dụng Digital Marketing Senior Và Seo Senior","CÔNG TY TNHH HR SOLUTION ASIA","Bình Thạnh, Hồ Chí Minh",31-12-2023,"Từ 1 năm","Nhân Viên","Cập nhật","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/11/19/2023_11_19______f7a2398c2e67164decbffb92f492a7ad.jpg
278,"Nhân Viên Marketing","HỘ KINH DOANH VERAVN","Hà Nội",31-12-2023,"Dưới 1 năm","Nhân Viên","10 - 20 triệu","Đang cập nhật",/images/no_company.png
